region,year,vrp,real_vrp,population,real_vrp_pop
Республика Калмыкия,2016,69564170.69999999,69564170.69999999,277344.0,250.8226992471443
Республика Калмыкия,2017,80126865.9,7894272502.463056,275685.0,290.6464475760379
Республика Калмыкия,2018,86107138.4,8491945373.24138,273108.0,315.28603482871245
Республика Калмыкия,2019,88986895.3,8740845188.819586,270936.0,328.4424930610919
Республика Калмыкия,2020,94025926.0,8967971569.149302,269521.0,348.8630793147844
Республика Калмыкия,2021,102377220.9,9754733926.825226,267661.0,382.4883748472882
Республика Калмыкия,2022,118961636.9,12332408972.62424,265458.0,448.13732078144193
Республика Карелия,2016,248140392.0,248140392.0,591015.0,419.8546432831654
Республика Карелия,2017,270802546.20000005,26918742166.998016,578819.0,467.8535884274705
Республика Карелия,2018,300977071.90000004,30247298180.00994,565635.0,532.1047528883468
Республика Карелия,2019,319050012.00000006,32159765488.906162,555068.0,574.794461219166
Республика Карелия,2020,322803623.9,32603200219.532505,546093.0,591.1147440088043
Республика Карелия,2021,447564050.20000005,46514932974.35633,536924.0,833.570580193845
Республика Карелия,2022,391410457.2,37017835477.01337,530132.0,738.3264115352403
Республика Коми,2016,578649148.8,578649148.8,817788.0,707.5784296174558
Республика Коми,2017,608574500.3000001,63195690581.516106,803653.0,757.2602855958978
Республика Коми,2018,696242180.2,71359401023.61372,787461.0,884.160841235312
Республика Коми,2019,718138683.8,74266054708.07845,771255.0,931.1300202916026
Республика Коми,2020,613266883.6,59488687007.48965,756916.0,810.2178889070915
Республика Коми,2021,869995813.0,86248773611.36859,742395.0,1171.8772526754626
Республика Коми,2022,975700720.4000001,96631312817.2292,730399.0,1335.8461887269837
Республика Крым,2016,362671747.4,362671747.4,1917721.0,189.11601187033983
Республика Крым,2017,384983409.5000001,37053263666.987495,1926234.0,199.86326142099045
Республика Крым,2018,437438039.7,44122720462.52165,1931205.0,226.51041173774922
Республика Крым,2019,475525340.0,49451340092.9663,1935709.0,245.6595180370603
Республика Крым,2020,517147321.5,54209975641.36621,1935281.0,267.22079196767805
Республика Крым,2021,614282945.1,67225476453.27391,1931511.0,318.0323306986085
Республика Крым,2022,655921273.8,70346618099.68987,1923948.0,340.92463715235544
Республика Марий Эл,2016,170890464.1,170890464.1,687739.0,248.48156655359082
Республика Марий Эл,2017,178193165.7,17555976916.256157,686409.0,259.6020240119229
Республика Марий Эл,2018,192690334.20000002,19420907575.034485,684692.0,281.4262970795628
Республика Марий Эл,2019,203282130.60000002,20652342912.37738,683686.0,297.33259215487817
Республика Марий Эл,2020,197948713.8,19587624264.27287,681613.0,290.4121749438465
Республика Марий Эл,2021,226451457.2,22452873092.859318,678070.0,333.96471927677084
Республика Марий Эл,2022,261992801.5,25898900022.411587,674336.0,388.5196719439567
Республика Мордовия,2016,223297718.89999998,223297718.89999998,813367.0,274.5350117474645
Республика Мордовия,2017,236090793.20000002,22966030466.92607,813090.0,290.36243613868083
Республика Мордовия,2018,245675615.2,23898406147.85992,807577.0,304.21323935674246
Республика Мордовия,2019,262760569.99999997,26173815533.07393,801163.0,327.97392041319927
Республика Мордовия,2020,266386953.5,26349297539.038128,793859.0,335.5595307227102
Республика Мордовия,2021,304167209.29999995,30928695176.693752,785082.0,387.4336811950853
Республика Мордовия,2022,342626321.6,34456108035.887436,776407.0,441.2973113328448
Республика Саха (Якутия),2016,889449306.9999999,889449306.9999999,964390.0,922.2921297400428
Республика Саха (Якутия),2017,942029628.6999999,90405914462.57198,967159.0,974.0173318968235
Республика Саха (Якутия),2018,1126774718.1,109325262955.76775,969732.0,1161.9444527972676
Республика Саха (Якутия),2019,1227680260.0,121974393156.29942,974061.0,1260.3730772508088
Республика Саха (Якутия),2020,1133688197.0,117704565601.73352,981987.0,1154.4839157748524
Республика Саха (Якутия),2021,1672273783.3,182998561489.7785,992542.0,1684.8393149106032
Республика Саха (Якутия),2022,2025049385.8,214955047672.51273,997699.0,2029.719770993055
Республика Северная Осетия-Алания,2016,148810041.8,148810041.8,702982.0,211.6840001593213
Республика Северная Осетия-Алания,2017,152526368.8,15484910538.071066,701642.0,217.3848897300903
Республика Северная Осетия-Алания,2018,161092746.5,16125629243.553297,699240.0,230.38262470682454
Республика Северная Осетия-Алания,2019,173459410.1,17224642693.57677,696345.0,249.0998141725725
Республика Северная Осетия-Алания,2020,179159048.7,18110852032.48846,692869.0,258.5756451796804
Республика Северная Осетия-Алания,2021,197993062.99999997,21275676268.43317,688096.0,287.7404649932567
Республика Северная Осетия-Алания,2022,215976598.0,23324167784.14382,683071.0,316.18469822317155
Республика Татарстан (Татарстан),2016,2058139909.5,2058139909.5,3932921.0,523.3107681288284
Республика Татарстан (Татарстан),2017,2264655850.7000003,222025083401.9608,3956764.0,572.3504992210808
Республика Татарстан (Татарстан),2018,2622773924.3,262791661826.92157,3974375.0,659.9211006258846
Республика Татарстан (Татарстан),2019,2808753275.1000004,289305993222.7904,3989152.0,704.0978320956435
Республика Татарстан (Татарстан),2020,2631286837.7000003,262624844966.3172,3997023.0,658.3116578763745
Республика Татарстан (Татарстан),2021,3533272514.7000003,363935522863.2496,3998887.0,883.5639803525331
Республика Татарстан (Татарстан),2022,4179258653.7,453719217395.32153,4000854.0,1044.5916431091962
Республика Тыва,2016,58001071.0,58001071.0,318834.0,181.91620404348345
Республика Тыва,2017,65038874.900000006,6382617752.698724,322162.0,201.8825153183802
Республика Тыва,2018,73681594.5,7230774730.127575,325396.0,226.43669405893127
Республика Тыва,2019,79321311.6,7924346929.224729,328476.0,241.48282248931426
Республика Тыва,2020,82230808.6,7837120593.68785,331888.0,247.7667423950248
Республика Тыва,2021,91529310.9,8636093904.427975,334988.0,273.23161098308003
Республика Тыва,2022,107783484.30000001,11074834932.773304,336761.0,320.0592832899297
Республика Хакасия,2016,207742574.2,207742574.2,539511.0,385.0571613924461
Республика Хакасия,2017,218148346.70000002,21793041628.371635,540346.0,403.71974012947265
Республика Хакасия,2018,242341138.2,24742521802.237766,540117.0,448.6826709768439
Республика Хакасия,2019,256322293.89999998,26588687963.60168,538969.0,475.57891808248706
Республика Хакасия,2020,266213207.6,27807989775.588448,537293.0,495.47120025758755
Республика Хакасия,2021,315304367.7,33726396407.37637,534668.0,589.7199153493383
Республика Хакасия,2022,349156336.49999994,36488368497.94304,531611.0,656.7891493968333
Ростовская область,2016,1375107444.9,1375107444.9,4253207.0,323.31072644712566
Ростовская область,2017,1441723280.8000002,140655929834.14636,4248997.0,339.30908419092793
Ростовская область,2018,1548222938.8000002,154369155458.88785,4237904.0,365.32751539440255
Ростовская область,2019,1636017488.8999999,166059126964.05896,4230015.0,386.76399230262774
Ростовская область,2020,1714576658.0,169856250532.32492,4223033.0,406.00598148297684
Ростовская область,2021,2042953911.4,215137669487.04077,4204454.0,485.90231012159967
Ростовская область,2022,2325839310.4,252520280108.19803,4178435.0,556.6292907272699
Рязанская область,2016,366211278.9,366211278.9,1135033.0,322.64372833212775
Рязанская область,2017,395276914.40000004,38790668734.05299,1131938.0,349.20367935346286
Рязанская область,2018,416183163.90000004,40964839390.74582,1126857.0,369.330947848751
Рязанская область,2019,436417665.0,43514952691.75023,1121803.0,389.0323568398373
Рязанская область,2020,461214614.0,46493303982.44152,1115127.0,413.5982843209787
Рязанская область,2021,544053642.6,56982909462.39293,1104512.0,492.5737724895701
Рязанская область,2022,619185006.8,65954477182.77219,1093748.0,566.1130413952757
Самарская область,2016,1364822203.4,1364822203.4,3221165.0,423.7045303174473
Самарская область,2017,1449005712.9,143750566755.9524,3217895.0,450.2961448089512
Самарская область,2018,1625558655.6,161588271122.14282,3210539.0,506.31954808834274
Самарская область,2019,1689575399.2999997,170303166051.58533,3206514.0,526.9197013641605
Самарская область,2020,1625461769.7999997,154174137445.89474,3195048.0,508.74408453331523
Самарская область,2021,2157662020.6,215499643561.55682,3174117.0,679.7676395041518
Самарская область,2022,2378451040.1,232325141219.58054,3153533.0,754.2179010335392
Саратовская область,2016,700848615.4999999,700848615.4999999,2517620.0,278.3774419888625
Саратовская область,2017,728946353.2,71325474872.79845,2511589.0,290.23313655219863
Саратовская область,2018,773838556.8,77005265388.02348,2498661.0,309.7012987356028
Саратовская область,2019,809822627.1000001,82036616905.32219,2484437.0,325.95820586313926
Саратовская область,2020,856515731.4,87634386944.31863,2467866.0,347.0673575469657
Саратовская область,2021,1009797732.6999999,103937335895.5973,2444309.0,413.1219631805962
Саратовская область,2022,1193979264.0,129408363521.99467,2417978.0,493.7924431074228
Сахалинская область,2016,762510326.9000001,762510326.9000001,477022.0,1598.4804199806301
Сахалинская область,2017,784503408.5999999,83104174639.83049,477456.0,1643.0904807982304
Сахалинская область,2018,1233164717.2,139514821818.81357,477282.0,2583.723495124476
Сахалинская область,2019,1172226053.6999998,133018351443.60747,474937.0,2468.1716810861226
Сахалинская область,2020,1001689396.5999999,111507036897.88046,471462.0,2124.645033109773
Сахалинская область,2021,1237949818.3000002,134362122252.72743,467639.0,2647.233909703853
Сахалинская область,2022,1530380610.8,158626828338.4142,463272.0,3303.417022397209
Свердловская область,2016,2109619097.9,2109619097.9,4329309.0,487.2877167926799
Свердловская область,2017,2259526023.3999996,221305193281.09695,4326875.0,522.2073721565795
Свердловская область,2018,2423689369.9,242843704741.20468,4319999.0,561.0393358655871
Свердловская область,2019,2535215024.3,254780170888.1956,4312661.0,587.8540011143932
Свердловская область,2020,2512654896.3,245442594758.22513,4299797.0,584.3659354848613
Свердловская область,2021,3083947075.5,315406535204.3485,4276579.0,721.1247764860651
Свердловская область,2022,3469555268.2,353424717589.51044,4251426.0,816.0921225489988
Смоленская область,2016,283725533.3,283725533.3,944279.0,300.4679054601447
Смоленская область,2017,313615762.6,30448132291.262135,937675.0,334.4610473778228
Смоленская область,2018,335059906.20000005,33180689740.194176,930243.0,360.185356084378
Смоленская область,2019,349237634.8000001,34584697815.14564,920967.0,379.2075446785825
Смоленская область,2020,365048132.9,35788893650.72038,908257.0,401.9216289001901
Смоленская область,2021,428827497.4,44143835652.25689,893606.0,479.88430852075743
Смоленская область,2022,483299828.0,49801010932.50001,879971.0,549.2224493761727
Ставропольский край,2016,712594540.1,712594540.1,2864896.0,248.73312682205568
Ставропольский край,2017,735609543.5999999,73267882828.68526,2875772.0,255.7955024250879
Ставропольский край,2018,784045712.8,78716940089.88048,2882213.0,272.02906683163246
Ставропольский край,2019,829223900.5,85334077091.29482,2894529.0,286.4797348722366
Ставропольский край,2020,846890078.3,87152074591.58963,2904146.0,291.6141537994302
Ставропольский край,2021,1037863467.6,114708391861.9442,2903318.0,357.474953690915
Ставропольский край,2022,1200027061.8000002,134620763162.35521,2896829.0,414.2554019584864
Тамбовская область,2016,320623372.9,320623372.9,1044761.0,306.88681229486934
Тамбовская область,2017,320572369.4,31708444055.3907,1036355.0,309.32679381100104
Тамбовская область,2018,352202635.9,35986678821.43422,1024187.0,343.885087293629
Тамбовская область,2019,353745473.6,35313000546.14615,1010592.0,350.0378724549571
Тамбовская область,2020,376258663.20000005,37635523327.95692,999424.0,376.4755130955431
Тамбовская область,2021,442996917.6,44443994848.66785,986089.0,449.24638404849867
Тамбовская область,2022,473768705.9,46628104619.37741,972711.0,487.0600886594271
Тверская область,2016,397438929.1,397438929.1,1298683.0,306.0322874019295
Тверская область,2017,420671461.1,41568326195.652176,1287871.0,326.6409920714109
Тверская область,2018,471065506.9,48177154114.77272,1273914.0,369.7781066068824
Тверская область,2019,488367456.0,49147524890.18182,1261790.0,387.04337171795623
Тверская область,2020,486599127.4,47304601461.33807,1249406.0,389.46437539118585
Тверская область,2021,564548502.1000001,56528901523.79456,1233938.0,457.51772139280916
Тверская область,2022,629398968.7,61068758469.166664,1218611.0,516.4888292490385
Томская область,2016,521043511.0,521043511.0,1075082.0,484.654669132215
Томская область,2017,554393851.5,55942870988.9001,1075323.0,515.5603028113413
Томская область,2018,612431668.9,62417354751.66498,1074081.0,570.1913253283504
Томская область,2019,617903638.1000001,63038017876.436035,1074060.0,575.2971324693222
Томская область,2020,553211558.3,52487512444.79325,1069994.0,517.023047138582
Томская область,2021,723226503.8000001,70951179117.18341,1063999.0,679.7247965458615
Томская область,2022,809594405.4,79583036189.5327,1057416.0,765.6347221906988
Тульская область,2016,552308427.0999999,552308427.0999999,1534873.0,359.8398219917869
Тульская область,2017,594407577.2,57154574730.76923,1533698.0,387.5649425114984
Тульская область,2018,666762964.5,66163401861.92307,1529328.0,435.98427838893946
Тульская область,2019,676822642.3,67228793059.65898,1522369.0,444.585144797352
Тульская область,2020,713110357.0,73029082565.39508,1513299.0,471.2289884550244
Тульская область,2021,887541138.2,95982379211.54315,1502152.0,590.846424463037
Тульская область,2022,1004283183.4000001,113060249366.60721,1489080.0,674.4319871329949
Тюменская область,2016,6125961796.5,6125961796.5,3646714.0,1679.8580301334298
Тюменская область,2017,7097070220.900001,685045388117.7606,3687260.0,1924.7544846037438
Тюменская область,2018,8875003696.3,917483490225.6078,3721567.0,2384.7491382796547
Тюменская область,2019,8952460436.900002,934745750887.944,3755879.0,2383.5859560172203
Тюменская область,2020,7280595635.199999,711531037245.2557,3784809.0,1923.6362086435533
Тюменская область,2021,11492922319.9,1204071271930.1204,3812032.0,3014.9070941429663
Тюменская область,2022,13964548837.599998,1484959724515.0525,3839456.0,3637.1165179650447
Удмуртская Республика,2016,570254794.4,570254794.4,1498971.0,380.43083848853644
Удмуртская Республика,2017,592037605.7,59441526676.70683,1493657.0,396.3678446256403
Удмуртская Республика,2018,679938857.0,69632292584.33736,1485682.0,457.66109907772994
Удмуртская Республика,2019,722845998.5999999,74322503036.7759,1476440.0,489.5871140039554
Удмуртская Республика,2020,684430640.3,67557757119.84809,1466282.0,466.7796783292709
Удмуртская Республика,2021,867612502.0,87865612620.28069,1454945.0,596.3197935317143
Удмуртская Республика,2022,965723676.8,99170835966.95006,1445599.0,668.0439574183436
Ульяновская область,2016,366954691.09999996,366954691.09999996,1248955.0,293.80937751960636
Ульяновская область,2017,374827922.4,36965278343.19527,1242345.0,301.71001002137086
Ульяновская область,2018,386675415.0,38248071128.69822,1234009.0,313.34894234969113
Ульяновская область,2019,424995591.0,42963365925.444374,1224520.0,347.0711715611015
Ульяновская область,2020,438968914.29999995,43932188167.13858,1213385.0,361.77216159751435
Ульяновская область,2021,508499068.5,52519299807.92653,1199376.0,423.9696879877536
Ульяновская область,2022,588824056.5,60207349004.94424,1186333.0,496.33960827187644
Хабаровский край,2016,672660424.2,672660424.2,1330017.0,505.75325292834606
Хабаровский край,2017,697950975.1999999,68763642876.84729,1326346.0,526.2208919844444
Хабаровский край,2018,761589209.1,76384021168.8473,1320136.0,576.9020836489574
Хабаровский край,2019,805215557.6,80436512304.06432,1313552.0,613.0062286076227
Хабаровский край,2020,856904810.4999999,85942378307.72871,1302772.0,657.7550104699824
Хабаровский край,2021,1017795133.0,106263933114.90596,1293932.0,786.590897357821
Хабаровский край,2022,1067881505.8,108259947366.71033,1288427.0,828.8257742192611
Челябинская область,2016,1332761396.3000002,1332761396.3000002,3502934.0,380.4700277824247
Челябинская область,2017,1416613291.0,139156511886.0511,3499368.0,404.81975345262344
Челябинская область,2018,1521325435.8000002,150937002962.47546,3486357.0,436.36536241125054
Челябинская область,2019,1547518039.9,152460930035.05966,3473309.0,445.5457432379325
Челябинская область,2020,1602739438.4,159480335913.95456,3457131.0,463.6039069390197
Челябинская область,2021,2064927648.3999996,218414930077.22656,3433528.0,601.4011385373876
Челябинская область,2022,2299718496.6,243979363435.06137,3414351.0,673.5448395903057
Чеченская Республика,2016,201634747.2,201634747.2,1404852.0,143.5273944871061
Чеченская Республика,2017,215975947.10000002,21050287241.7154,1425882.0,151.46831722400594
Чеченская Республика,2018,223853666.8,22145367622.027287,1446552.0,154.74982358048658
Чеченская Республика,2019,241643396.70000002,24981004853.291664,1467050.0,164.71381118571284
Чеченская Республика,2020,251873191.10000002,26403097010.48464,1487170.0,169.36408823470083
Чеченская Республика,2021,278784628.7,29837847741.178665,1505603.0,185.16476700697328
Чеченская Республика,2022,315069556.2,35306266244.39794,1523906.0,206.75130631416897
Чувашская Республика - Чувашия,2016,284659107.9,284659107.9,1227872.0,231.8312559452451
Чувашская Республика - Чувашия,2017,296505773.3,29241200522.68245,1224210.0,242.20172462240956
Чувашская Республика - Чувашия,2018,316622870.5,31849637860.94675,1217054.0,260.1551537565301
Чувашская Республика - Чувашия,2019,339490413.09999996,34969521368.31242,1209255.0,280.74344377323223
Чувашская Республика - Чувашия,2020,346046391.1,35110153506.65543,1200388.0,288.27878244367656
Чувашская Республика - Чувашия,2021,399899295.99999994,41629040809.77508,1189342.0,336.2357471610352
Чувашская Республика - Чувашия,2022,501506454.1,54137855376.28451,1178543.0,425.53089204212324
Чукотский автономный округ,2016,72174148.4,72174148.4,48903.0,1475.8634112426641
Чукотский автономный округ,2017,72873836.0,7280103496.503498,48314.0,1508.3378730802665
Чукотский автономный округ,2018,83422564.2,8650611552.407595,48046.0,1736.306127461183
Чукотский автономный округ,2019,94995016.2,10293910491.738464,48324.0,1965.7937298236902
Чукотский автономный округ,2020,119949360.5,13115011315.22544,48066.0,2495.5136791078935
Чукотский автономный округ,2021,140026250.5,16244097084.452513,47745.0,2932.7940203162634
Чукотский автономный округ,2022,141042070.1,15462033101.523676,47873.0,2946.1715392810142
Ярославская область,2016,498880349.4,498880349.4,1260496.0,395.7809857389472
Ярославская область,2017,534549665.2,52253144203.32356,1255397.0,425.80129249950414
Ярославская область,2018,583605257.5,58873961460.41056,1247850.0,467.6886304443643
Ярославская область,2019,609150781.0,61512438865.88387,1239717.0,491.3627715034964
Ярославская область,2020,611748469.8,61589430891.36562,1228638.0,497.9078213436341
Ярославская область,2021,695015379.8000001,73611124856.4091,1213650.0,572.6654140814898
Ярославская область,2022,748305556.8,76877587046.4256,1200121.0,623.525091886568
Алтайский край,2004,114840483400.0,157229540144.97403,2555708.0,44934.899996400214
Алтайский край,2005,135686442200.0,182844490844.11084,2521470.0,53812.435682359894
Алтайский край,2006,173810522100.0,212539617165.859,2488267.0,69852.0384267444
Алтайский край,2007,223563406200.0,249660840670.58823,2463239.0,90759.93283639956
Алтайский край,2008,259343089900.0,280365176550.5627,2446182.0,106019.53979712057
Алтайский край,2009,265613316600.0,303214003631.26324,2434837.0,109088.74663889204
Алтайский край,2010,302900700800.0,335057999367.6073,2424062.0,124955.83891831149
Алтайский край,2011,332117847600.0,353587073793.0882,2407072.0,137975.8676101089
Алтайский край,2012,368995212600.0,386661729305.72577,2387382.0,154560.60764469198
Алтайский край,2013,416110337200.0,415665015917.1285,2368759.0,175665.96568076365
Алтайский край,2014,446023762200.0,443771342200.88995,2351464.0,189679.1795239051
Алтайский край,2015,487903245700.0,483024213243.0,2334206.0,209023.21633137777
Амурская область,2004,64250207400.0,80812485858.00108,880900.0,72937.0046543308
Амурская область,2005,76861223900.0,93767548701.36624,867537.0,88597.05568753839
Амурская область,2006,95090938400.0,112409936626.5264,855779.0,111116.2325787382
Амурская область,2007,111761172400.0,121207647113.85153,847396.0,131887.7743109479
Амурская область,2008,131563693600.0,135889477998.75993,841579.0,156329.58236838135
Амурская область,2009,151118611200.0,158786731285.02484,836887.0,180572.30091995694
Амурская область,2010,178689576800.0,177128975169.67874,831783.0,214827.15660214264
Амурская область,2011,225401737400.0,206691184900.2677,824644.0,273332.1741260471
Амурская область,2012,229407073300.0,216201478601.9271,817895.0,280484.7484090256
Амурская область,2013,210700860000.0,222116409673.2901,811944.0,259501.71440394904
Амурская область,2014,232052935100.0,237269949186.91818,807625.0,287327.57789815817
Амурская область,2015,277380409000.0,273497083274.0,804032.0,344986.7778894372
Архангельская область,2004,142564657700.0,215305630397.12936,1307384.0,109045.74149599505
Архангельская область,2005,166433361500.0,230598988679.34818,1290528.0,128965.32388293784
Архангельская область,2006,215932736400.0,279087712777.2378,1274252.0,169458.42455024595
Архангельская область,2007,268672145600.0,309493843782.2718,1261915.0,212908.2748045629
Архангельская область,2008,289755874700.0,333781007402.6421,1251684.0,231492.83261589985
Архангельская область,2009,323606809500.0,364750694166.61566,1241849.0,260584.66810377108
Архангельская область,2010,372804764300.0,416868804782.92126,1231186.0,302801.3348917223
Архангельская область,2011,439116828300.0,482810905626.7134,1214504.0,361560.6274660273
Архангельская область,2012,472470928400.0,516385573582.8754,1193844.0,395756.00195670454
Архангельская область,2013,500095079900.0,540630366616.50726,1173639.0,426106.3920847893
Архангельская область,2014,542695305300.0,575179960884.6473,1154906.0,469904.30848917575
Архангельская область,2015,627698052100.0,644018201454.6,1136938.0,552095.2348325063
Астраханская область,2004,56710857940.0,98377374499.43245,1006270.0,56357.49643733789
Астраханская область,2005,70127605300.0,115419026919.91194,1004492.0,69814.0008083688
Астраханская область,2006,85112127900.0,129945452928.34845,1001908.0,84950.04321754094
Астраханская область,2007,100359175800.0,141220253426.98727,1003598.0,99999.37803781993
Астраханская область,2008,147549092000.0,192243952220.38174,1007911.0,146390.99285552
Астраханская область,2009,134418248500.0,195901092681.47214,1010523.0,133018.49487839465
Астраханская область,2010,144888818300.0,206817724020.87787,1010461.0,143388.8277726701
Астраханская область,2011,172616552200.0,228568596287.85684,1010646.0,170798.23419872043
Астраханская область,2012,209654454500.0,249426764496.06378,1009488.0,207683.94919008447
Астраханская область,2013,273917070500.0,280447730076.42267,1007421.0,271899.3057520143
Астраханская область,2014,296319328100.0,301874722863.2188,1008287.0,293883.9121202594
Астраханская область,2015,322302977300.0,331327460664.4,1006571.0,320198.9499995529
Белгородская область,2004,114409276500.0,255869659769.59183,1512761.0,75629.44609227763
Белгородская область,2005,144987825800.0,301915081926.85583,1511688.0,95911.2103820365
Белгородская область,2006,178846098100.0,334608967828.85767,1512934.0,118211.43427274421
Белгородская область,2007,237013257400.0,391727732749.23865,1517127.0,156225.06052558552
Белгородская область,2008,317656280100.0,467508347158.9947,1523180.0,208548.09024540763
Белгородская область,2009,304345317800.0,441298555727.4016,1529019.0,199046.1320624531
Белгородская область,2010,398361371100.0,526066636867.56635,1532067.0,260015.63319358748
Белгородская область,2011,507839815100.0,604181341881.9677,1534478.0,330952.81594131683
Белгородская область,2012,545517198100.0,615171985297.1581,1539267.0,354400.632313952
Белгородская область,2013,569006399700.0,622971285291.132,1543725.0,368593.11062527326
Белгородская область,2014,619677715000.0,659969160029.3,1547659.0,400396.80252562097
Белгородская область,2015,693379434100.0,716954334859.4,1551106.0,447022.598133203
Брянская область,2004,51003436400.0,81185478732.35852,1352190.0,37719.134441165814
Брянская область,2005,66692252100.0,100243989183.37666,1335892.0,49923.3860970797
Брянская область,2006,82100365100.0,115438411247.12059,1320200.0,62187.82389031965
Брянская область,2007,102706249400.0,129633405983.48735,1308046.0,78518.83603481835
Брянская область,2008,125834424600.0,149552959806.4569,1298797.0,96885.36745927193
Брянская область,2009,126477435300.0,164821460105.6626,1290395.0,98014.51129305367
Брянская область,2010,147023995800.0,183346505961.9761,1280947.0,114777.57924410612
Брянская область,2011,174211800200.0,200786599205.69327,1269511.0,137227.48381069562
Брянская область,2012,207397511600.0,220715198683.0728,1257967.0,164867.21162001864
Брянская область,2013,219502779200.0,231284936590.43716,1246410.0,176108.00555194519
Брянская область,2014,242722424800.0,247102350955.51596,1235398.0,196473.0595322317
Брянская область,2015,271782491300.0,272597838773.89996,1226690.0,221557.59914892924
Владимирская область,2004,74206974000.0,98974470421.57329,1503585.0,49353.36146609603
Владимирская область,2005,86926816700.0,115708301519.89128,1492025.0,58260.96526532732
Владимирская область,2006,112841683900.0,140115285413.51526,1481157.0,76184.8230133605
Владимирская область,2007,146662989300.0,159746605568.17325,1471302.0,99682.45084965561
Владимирская область,2008,175395747200.0,188777248786.5623,1462340.0,119941.83787628048
Владимирская область,2009,185824641700.0,210972359648.8121,1453855.0,127815.11340539463
Владимирская область,2010,224759186600.0,239152700099.82715,1445451.0,155494.15829384737
Владимирская область,2011,261222558200.0,270117760449.71838,1437326.0,181742.03917552455
Владимирская область,2012,286018569800.0,289391517362.0716,1429246.0,200118.50290292923
Владимирская область,2013,306641423800.0,305973936561.19775,1421573.0,215705.7173989658
Владимирская область,2014,328064217700.0,324752081358.1008,1415142.0,231824.2393342859
Владимирская область,2015,368489236200.0,370700171617.2,1408811.0,261560.4479238166
Волгоградская область,2004,154337656100.0,175680352154.805,2664302.0,57927.988681463285
Волгоградская область,2005,203232194200.0,219901432836.17877,2648302.0,76740.56591733119
Волгоградская область,2006,252142721200.0,268263159809.18228,2635176.0,95683.44626696661
Волгоградская область,2007,331766838100.0,329885932622.4177,2626544.0,126313.07075000457
Волгоградская область,2008,416678541800.0,391973738266.62067,2620595.0,159001.50225425905
Волгоградская область,2009,377514270800.0,408197138594.30176,2616114.0,144303.44809132937
Волгоградская область,2010,433473688800.0,451981404925.8311,2610835.0,166028.75662383874
Волгоградская область,2011,508433284600.0,513205708602.325,2603056.0,195321.6852038527
Волгоградская область,2012,571516068600.0,561167919272.8691,2594646.0,220267.4540573165
Волгоградская область,2013,607472197800.0,588237681676.7302,2585707.0,234934.6611197634
Волгоградская область,2014,715409627600.0,661659471459.1567,2576819.0,277632.85958385124
Волгоградская область,2015,740457977200.0,730091565519.2,2569129.0,288213.62306057813
Вологодская область,2004,161378586600.0,185172924749.11362,1250846.0,129015.55155470777
Вологодская область,2005,193966124900.0,212981154906.0977,1240354.0,156379.65040625498
Вологодская область,2006,201939190300.0,211580001646.27896,1230360.0,164130.16539874507
Вологодская область,2007,243336310900.0,242581797179.37326,1222777.0,199003.01600373577
Вологодская область,2008,294926240600.0,304045255232.888,1216955.0,242347.6961761117
Вологодская область,2009,213396926600.0,252577593334.73898,1211249.0,176179.23862063044
Вологодская область,2010,262432731300.0,293866224691.52026,1204777.0,217826.8105217812
Вологодская область,2011,323067861100.0,338413534889.70074,1199787.0,269271.0131881742
Вологодская область,2012,355291279000.0,355121717739.9793,1197155.0,296779.6809936892
Вологодская область,2013,346227622300.0,361611689270.4285,1194462.0,289860.7258330529
Вологодская область,2014,387211691100.0,392637688527.3842,1191762.0,324906.89508475683
Вологодская область,2015,478893009700.0,479371902709.69995,1188855.0,402818.6866354602
Воронежская область,2004,117197629200.0,213916894284.9995,2366194.0,49530.0170653801
Воронежская область,2005,133586611200.0,229380199808.46463,2362922.0,56534.498895858604
Воронежская область,2006,166176518300.0,265185868953.9181,2357358.0,70492.69491523986
Воронежская область,2007,222811883400.0,314938047176.80493,2349109.0,94849.52950246242
Воронежская область,2008,287072078700.0,375711059420.408,2341705.0,122591.05169096876
Воронежская область,2009,301729053300.0,410066100245.68445,2336946.0,129112.54830021746
Воронежская область,2010,346568176600.0,465419855342.59827,2334852.0,148432.6101183287
Воронежская область,2011,474973913500.0,572586088960.9905,2333752.0,203523.7306706111
Воронежская область,2012,563965426200.0,622018573755.1696,2332807.0,241754.00116683464
Воронежская область,2013,611720358300.0,660165631599.2151,2332889.0,262215.8012232901
Воронежская область,2014,717667234700.0,731353148865.7289,2334632.0,307400.5816334223
Воронежская область,2015,805969635100.0,817253209991.4,2338257.0,344688.2165219649
Город Москва столица Российской Федерации город федерального значения,2004,2853272413400.0,3882982926206.512,10631055.0,268390.33505141304
Город Москва столица Российской Федерации город федерального значения,2005,4135154595300.0,5002204833802.935,10825095.0,381997.072108836
Город Москва столица Российской Федерации город федерального значения,2006,5260232775700.0,5748136372744.493,11007595.0,477873.03000337497
Город Москва столица Российской Федерации город федерального значения,2007,6696259139500.0,6756564011698.27,11139139.0,601146.9234291806
Город Москва столица Российской Федерации город федерального значения,2008,8248652027400.0,7727889851717.089,11234241.0,734242.0397960129
Город Москва столица Российской Федерации город федерального значения,2009,7126972406200.0,7657139029525.341,11331896.0,628930.2695859545
Город Москва столица Российской Федерации город федерального значения,2010,8375863828000.0,8874688296520.451,11461631.0,730774.1653871076
